ACCNTNUM,ACCNTNAME,ACCGRPNAME,UWRITRNAME,PRODID,BRANCHNAME,PRODNAME,CEDANTID,CEDANTNAME,POLICYNUM,LOBNAME,INCEPTDATE,EXPIREDATE,UNDCOVAMT,UNDCOVCUR,PARTOF,PARTOFCUR,POLICYTYPE,POLICYSTRUCTURE,MINDEDAMT,MINDEDCUR,MAXDEDAMT,MAXDEDCUR,BLANDEDAMT,BLANDEDCUR,BLANLIMAMT,BLANLIMCUR,BLANPREAMT,BLANPRECUR,COMBINEDLIM,COMBINEDLCUR,COMBINEDDED,COMBINEDDCUR,COMBINEDPREM,COMBINEDPCUR,COVBASE,LIMITGU,USERDEF1,USERDEF2,USERDEF3,USERDEF4,USERTXT1,USERTXT2,POLICYUSERTXT1,POLICYUSERTXT2,POLICYUSERTXT3,POLICYUSERTXT4
2AR 1563863_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1563863 02,,ASST,ASST,2AR 1563863_24_1,xScotia xLending,2024-06-18,2025-06-18,0,USD,347411,USD,2,1,0,USD,0,USD,0,USD,347411,USD,2438,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1582176_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1582176 02,,ASST,ASST,2AR 1582176_24_1,xScotia xLending,2024-06-30,2025-06-30,0,USD,141744,USD,2,1,0,USD,0,USD,0,USD,141744,USD,1021,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1587337_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1587337 02,,ASST,ASST,2AR 1587337_24_1,xScotia xLending,2024-07-06,2025-07-06,0,USD,43442,USD,2,1,0,USD,0,USD,0,USD,43442,USD,332,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1592504_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1592504 02,,ASST,ASST,2AR 1592504_24_1,xScotia xLending,2024-07-21,2025-07-21,0,USD,239941,USD,2,1,0,USD,0,USD,0,USD,239941,USD,1728,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 1604182_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1604182 02,,ASST,ASST,2AR 1604182_24_1,xScotia xLending,2024-07-31,2025-07-31,0,USD,88964,USD,2,1,0,USD,0,USD,0,USD,88964,USD,679,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1608726_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1608726 02,,ASST,ASST,2AR 1608726_24_1,xScotia xLending,2024-08-04,2025-08-04,0,USD,164921,USD,2,1,0,USD,0,USD,0,USD,164921,USD,1187,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1610930_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1610930 02,,ASST,ASST,2AR 1610930_24_1,xScotia xLending,2024-08-05,2025-08-05,0,USD,102784,USD,2,1,0,USD,0,USD,0,USD,102784,USD,785,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1614209_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1614209 02,,ASST,ASST,2AR 1614209_24_1,xScotia xLending,2024-08-07,2025-08-07,0,USD,114660,USD,2,1,0,USD,0,USD,0,USD,114660,USD,826,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1616947_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1616947 02,,ASST,ASST,2AR 1616947_24_1,xScotia xLending,2024-07-04,2025-07-04,0,USD,66169,USD,2,1,0,USD,0,USD,0,USD,66169,USD,505,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 1622029_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1622029 02,,ASST,ASST,2AR 1622029_24_1,xScotia xLending,2024-08-11,2025-08-11,0,USD,80604,USD,2,1,0,USD,0,USD,0,USD,80604,USD,616,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1622041_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1622041 02,,ASST,ASST,2AR 1622041_24_1,xScotia xLending,2024-08-11,2025-08-11,0,USD,84076,USD,2,1,0,USD,0,USD,0,USD,84076,USD,642,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1622059_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1622059 02,,ASST,ASST,2AR 1622059_24_1,xScotia xLending,2024-08-11,2025-08-11,0,USD,52253,USD,2,1,0,USD,0,USD,0,USD,52253,USD,399,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1624262_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1624262 03,,ASST,ASST,2AR 1624262_24_1,xScotia xLending,2024-12-13,2025-12-13,0,USD,133529,USD,2,1,0,USD,0,USD,0,USD,133529,USD,961,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1626494_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1626494 02,,ASST,ASST,2AR 1626494_24_1,xScotia xLending,2024-08-14,2025-08-14,0,USD,88588,USD,2,1,0,USD,0,USD,0,USD,88588,USD,676,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1626553_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1626553 02,,ASST,ASST,2AR 1626553_24_1,xScotia xLending,2024-08-14,2025-08-14,0,USD,129405,USD,2,1,0,USD,0,USD,0,USD,129405,USD,932,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1629170_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1629170 02,,ASST,ASST,2AR 1629170_24_1,xScotia xLending,2024-05-16,2025-05-16,0,USD,178521,USD,2,1,0,USD,0,USD,0,USD,178521,USD,1285,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1632130_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1632130 02,,ASST,ASST,2AR 1632130_24_1,xScotia xLending,2024-08-17,2025-08-17,0,USD,74232,USD,2,1,0,USD,0,USD,0,USD,74232,USD,567,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1633891_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1633891 02,,ASST,ASST,2AR 1633891_24_1,xScotia xLending,2024-08-18,2025-08-18,0,USD,52077,USD,2,1,0,USD,0,USD,0,USD,52077,USD,398,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1636005_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1636005 02,,ASST,ASST,2AR 1636005_24_1,xScotia xLending,2024-08-16,2025-08-16,0,USD,189578,USD,2,1,0,USD,0,USD,0,USD,189578,USD,1365,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 1636225_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1636225 02,,ASST,ASST,2AR 1636225_24_1,xScotia xLending,2024-08-19,2025-08-19,0,USD,107351,USD,2,1,0,USD,0,USD,0,USD,107351,USD,820,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1636348_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1636348 02,,ASST,ASST,2AR 1636348_24_1,xScotia xLending,2024-07-15,2025-07-15,0,USD,148464,USD,2,1,0,USD,0,USD,0,USD,148464,USD,1069,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 1642140_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1642140 02,,ASST,ASST,2AR 1642140_24_1,xScotia xLending,2024-07-29,2025-07-29,0,USD,455913,USD,2,1,0,USD,0,USD,0,USD,455913,USD,3200,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1652333_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1652333 02,,ASST,ASST,2AR 1652333_24_1,xScotia xLending,2024-08-29,2025-08-29,0,USD,71834,USD,2,1,0,USD,0,USD,0,USD,71834,USD,549,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1652361_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1652361 02,,ASST,ASST,2AR 1652361_24_1,xScotia xLending,2024-08-29,2025-08-29,0,USD,93647,USD,2,1,0,USD,0,USD,0,USD,93647,USD,715,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1652374_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1652374 02,,ASST,ASST,2AR 1652374_24_1,xScotia xLending,2024-08-29,2025-08-29,0,USD,129250,USD,2,1,0,USD,0,USD,0,USD,129250,USD,931,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1654471_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1654471 03,,ASST,ASST,2AR 1654471_24_1,xScotia xLending,2024-08-26,2025-08-26,0,USD,170629,USD,2,1,0,USD,0,USD,0,USD,170629,USD,1229,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 1656254_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1656254 02,,ASST,ASST,2AR 1656254_24_1,xScotia xLending,2024-08-25,2025-08-25,0,USD,126909,USD,2,1,0,USD,0,USD,0,USD,126909,USD,914,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 1658366_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1658366 02,,ASST,ASST,2AR 1658366_24_1,xScotia xLending,2024-08-31,2025-08-31,0,USD,80296,USD,2,1,0,USD,0,USD,0,USD,80296,USD,613,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1662642_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1662642 02,,ASST,ASST,2AR 1662642_24_1,xScotia xLending,2024-08-16,2025-08-16,0,USD,104021,USD,2,1,0,USD,0,USD,0,USD,104021,USD,794,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1663409_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1663409 02,,ASST,ASST,2AR 1663409_24_1,xScotia xLending,2024-06-17,2025-06-17,0,USD,171277,USD,2,1,0,USD,0,USD,0,USD,171277,USD,1233,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1BN8,CHO,ASIC,ASIC
2AR 1677176_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1677176 02,,ASST,ASST,2AR 1677176_24_1,xScotia xLending,2024-09-01,2025-09-01,0,USD,75688,USD,2,1,0,USD,0,USD,0,USD,75688,USD,578,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2AR 1678398_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1678398 02,,ASST,ASST,2AR 1678398_24_1,xScotia xLending,2024-09-11,2025-09-11,0,USD,163722,USD,2,1,0,USD,0,USD,0,USD,163722,USD,1179,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1678823_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1678823 02,,ASST,ASST,2AR 1678823_24_1,xScotia xLending,2024-09-08,2025-09-08,0,USD,48593,USD,2,1,0,USD,0,USD,0,USD,48593,USD,371,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2AR 1690121_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1690121 02,,ASST,ASST,2AR 1690121_24_1,xScotia xLending,2024-09-18,2025-09-18,0,USD,107522,USD,2,1,0,USD,0,USD,0,USD,107522,USD,821,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1697620_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1697620 02,,ASST,ASST,2AR 1697620_24_1,xScotia xLending,2024-09-03,2025-09-03,0,USD,72804,USD,2,1,0,USD,0,USD,0,USD,72804,USD,556,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1702087_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1702087 02,,ASST,ASST,2AR 1702087_24_1,xScotia xLending,2024-09-26,2025-09-26,0,USD,158782,USD,2,1,0,USD,0,USD,0,USD,158782,USD,1143,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1702105_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1702105 02,,ASST,ASST,2AR 1702105_24_1,xScotia xLending,2024-09-25,2025-09-25,0,USD,247822,USD,2,1,0,USD,0,USD,0,USD,247822,USD,1784,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 1704445_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1704445 02,,ASST,ASST,2AR 1704445_24_1,xScotia xLending,2024-09-27,2025-09-27,0,USD,230018,USD,2,1,0,USD,0,USD,0,USD,230018,USD,1656,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 1704609_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1704609 02,,ASST,ASST,2AR 1704609_24_1,xScotia xLending,2024-09-02,2025-09-02,0,USD,121495,USD,2,1,0,USD,0,USD,0,USD,121495,USD,875,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1704910_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1704910 02,,ASST,ASST,2AR 1704910_24_1,xScotia xLending,2024-09-02,2025-09-02,0,USD,116906,USD,2,1,0,USD,0,USD,0,USD,116906,USD,842,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 1705238_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 1705238 02,,ASST,ASST,2AR 1705238_24_1,xScotia xLending,2024-09-02,2025-09-02,0,USD,101696,USD,2,1,0,USD,0,USD,0,USD,101696,USD,777,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2MR 1003519_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 1003519 03,,ASST,ASST,2MR 1003519_24_1,xScotia xLending,2024-08-20,2025-08-20,0,USD,288136,USD,2,1,0,USD,0,USD,0,USD,288136,USD,3351,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0NV4,CHO,ASIC,ASIC
MLR 9664626_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 9664626 05,,ASST,ASST,MLR 9664626_24_1,xScotia xLending,2024-04-01,2025-04-01,0,USD,400820,USD,2,1,0,USD,0,USD,0,USD,400820,USD,4936,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
MLR 9690502_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 9690502 05,,ASST,ASST,MLR 9690502_24_1,xScotia xLending,2024-04-21,2025-04-21,0,USD,455145,USD,2,1,0,USD,0,USD,0,USD,455145,USD,5698,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,08P8,CHO,ASIC,ASIC
MLR 9557237_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 9557237 06,,ASST,ASST,MLR 9557237_24_1,xScotia xLending,2025-02-16,2026-02-16,0,USD,263572,USD,2,1,0,USD,0,USD,0,USD,263572,USD,3217,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
MLR 9403650_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 9403650 07,,ASST,ASST,MLR 9403650_24_1,xScotia xLending,2024-11-22,2025-11-22,0,USD,325125,USD,2,1,0,USD,0,USD,0,USD,325125,USD,3871,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
MLR 6860457_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 6860457 11,,ASST,ASST,MLR 6860457_24_1,xScotia xLending,2024-12-28,2025-12-28,0,USD,720130,USD,2,1,0,USD,0,USD,0,USD,720130,USD,9421,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
MLR 6860525_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 6860525 11,,ASST,ASST,MLR 6860525_24_1,xScotia xLending,2024-12-28,2025-12-28,0,USD,251682,USD,2,1,0,USD,0,USD,0,USD,251682,USD,3126,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
MLR 7157205_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 7157205 10,,ASST,ASST,MLR 7157205_24_1,xScotia xLending,2024-04-11,2025-04-11,0,USD,249774,USD,2,1,0,USD,0,USD,0,USD,249774,USD,3112,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2MR 1468847_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 1468847 02,,ASST,ASST,2MR 1468847_24_1,xScotia xLending,2024-06-12,2025-06-12,0,USD,426240,USD,2,1,0,USD,0,USD,0,USD,426240,USD,5292,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0VE1,CHO,ASIC,ASIC
MLR 6705319_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 6705319 11,,ASST,ASST,MLR 6705319_24_1,xScotia xLending,2024-10-25,2025-10-25,0,USD,510247,USD,2,1,0,USD,0,USD,0,USD,510247,USD,6472,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
MLR 7350110_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 7350110 10,,ASST,ASST,MLR 7350110_24_1,xScotia xLending,2024-07-03,2025-07-03,0,USD,92067,USD,2,1,0,USD,0,USD,0,USD,92067,USD,1914,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
MLR 7198123_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 7198123 10,,ASST,ASST,MLR 7198123_24_1,xScotia xLending,2024-07-08,2025-07-08,0,USD,227263,USD,2,1,0,USD,0,USD,0,USD,227263,USD,2939,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0UL4,CHO,ASIC,ASIC
MLR 8772904_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 8772904 07,,ASST,ASST,MLR 8772904_24_1,xScotia xLending,2024-10-23,2025-10-23,0,USD,233835,USD,2,1,0,USD,0,USD,0,USD,233835,USD,2990,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0NV4,CHO,ASIC,ASIC
2MR 2679565_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 2679565 01,,ASST,ASST,2MR 2679565_24_1,xScotia xLending,2025-03-02,2026-03-02,0,USD,289476,USD,2,1,0,USD,0,USD,0,USD,289476,USD,3371,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
MLR 6652608_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 6652608 11,,ASST,ASST,MLR 6652608_24_1,xScotia xLending,2024-12-07,2025-12-07,0,USD,412652,USD,2,1,0,USD,0,USD,0,USD,412652,USD,5100,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2MR 0544065_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 0544065 04,,ASST,ASST,2MR 0544065_24_1,xScotia xLending,2024-10-29,2025-10-29,0,USD,132427,USD,2,1,0,USD,0,USD,0,USD,132427,USD,2183,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0NV7,CHO,ASIC,ASIC
2MR 2923700_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 2923700 00,,ASST,ASST,2MR 2923700_24_1,xScotia xLending,2024-08-29,2025-08-29,0,USD,706351,USD,2,1,0,USD,0,USD,0,USD,706351,USD,9226,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1EN3,CHO,ASIC,ASIC
2MR 2535893_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 2535893 01,,ASST,ASST,2MR 2535893_24_1,xScotia xLending,2024-09-13,2025-09-13,0,USD,204924,USD,2,1,0,USD,0,USD,0,USD,204924,USD,2766,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2MR 1636240_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 1636240 03,,ASST,ASST,2MR 1636240_24_1,xScotia xLending,2025-02-01,2026-02-01,0,USD,223533,USD,2,1,0,USD,0,USD,0,USD,223533,USD,2910,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
MLR 7761644_24_1,Lender Placed Hazard,Lender Placed Hazard,,,MLR 7761644 09,,ASST,ASST,MLR 7761644_24_1,xScotia xLending,2024-04-11,2025-04-11,0,USD,69982,USD,2,1,0,USD,0,USD,0,USD,69982,USD,1681,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2MR 2253075_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 2253075 01,,ASST,ASST,2MR 2253075_24_1,xScotia xLending,2024-07-28,2025-07-28,0,USD,221540,USD,2,1,0,USD,0,USD,0,USD,221540,USD,2896,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,1CY1,CHO,ASIC,ASIC
2MR 2284181_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 2284181 01,,ASST,ASST,2MR 2284181_24_1,xScotia xLending,2024-08-17,2025-08-17,0,USD,253512,USD,2,1,0,USD,0,USD,0,USD,253512,USD,3140,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2MR 3058808_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2MR 3058808 00,,ASST,ASST,2MR 3058808_24_1,xScotia xLending,2024-07-30,2025-07-30,0,USD,140800,USD,2,1,0,USD,0,USD,0,USD,140800,USD,2253,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0UL4,CHO,ASIC,ASIC
2RS 2305904_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2RS 2305904 01,,ASST,ASST,2RS 2305904_24_1,xScotia xLending,2024-08-19,2025-08-19,0,USD,264000,USD,2,1,0,USD,0,USD,0,USD,264000,USD,3220,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,LP,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
