ACCNTNUM,ACCNTNAME,ACCGRPNAME,UWRITRNAME,PRODID,BRANCHNAME,PRODNAME,CEDANTID,CEDANTNAME,POLICYNUM,LOBNAME,INCEPTDATE,EXPIREDATE,UNDCOVAMT,UNDCOVCUR,PARTOF,PARTOFCUR,POLICYTYPE,POLICYSTRUCTURE,MINDEDAMT,MINDEDCUR,MAXDEDAMT,MAXDEDCUR,BLANDEDAMT,BLANDEDCUR,BLANLIMAMT,BLANLIMCUR,BLANPREAMT,BLANPRECUR,COMBINEDLIM,COMBINEDLCUR,COMBINEDDED,COMBINEDDCUR,COMBINEDPREM,COMBINEDPCUR,COVBASE,LIMITGU,USERDEF1,USERDEF2,USERDEF3,USERDEF4,USERTXT1,USERTXT2,POLICYUSERTXT1,POLICYUSERTXT2,POLICYUSERTXT3,POLICYUSERTXT4
2AR 0157628_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0157628 05,,ASST,ASST,2AR 0157628_24_1,xScotia xLending,2025-02-19,2026-02-19,0,USD,151735,USD,2,1,0,USD,0,USD,0,USD,151735,USD,1092,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0161260_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0161260 05,,ASST,ASST,2AR 0161260_24_1,xScotia xLending,2025-02-02,2026-02-02,0,USD,112967,USD,2,1,0,USD,0,USD,0,USD,112967,USD,813,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0163552_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0163552 05,,ASST,ASST,2AR 0163552_24_1,xScotia xLending,2025-02-24,2026-02-24,0,USD,84023,USD,2,1,0,USD,0,USD,0,USD,84023,USD,642,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0163596_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0163596 05,,ASST,ASST,2AR 0163596_24_1,xScotia xLending,2025-02-23,2026-02-23,0,USD,101664,USD,2,1,0,USD,0,USD,0,USD,101664,USD,776,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0165594_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0165594 05,,ASST,ASST,2AR 0165594_24_1,xScotia xLending,2025-02-19,2026-02-19,0,USD,88360,USD,2,1,0,USD,0,USD,0,USD,88360,USD,675,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0166034_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0166034 05,,ASST,ASST,2AR 0166034_24_1,xScotia xLending,2025-02-25,2026-02-25,0,USD,76550,USD,2,1,0,USD,0,USD,0,USD,76550,USD,585,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0167965_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0167965 05,,ASST,ASST,2AR 0167965_24_1,xScotia xLending,2025-02-26,2026-02-26,0,USD,129831,USD,2,1,0,USD,0,USD,0,USD,129831,USD,935,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0169298_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169298 05,,ASST,ASST,2AR 0169298_24_1,xScotia xLending,2025-02-21,2026-02-21,0,USD,90632,USD,2,1,0,USD,0,USD,0,USD,90632,USD,692,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0169389_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169389 05,,ASST,ASST,2AR 0169389_24_1,xScotia xLending,2025-02-27,2026-02-27,0,USD,233259,USD,2,1,0,USD,0,USD,0,USD,233259,USD,1679,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0169401_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169401 06,,ASST,ASST,2AR 0169401_24_1,xScotia xLending,2025-03-01,2026-03-01,0,USD,132512,USD,2,1,0,USD,0,USD,0,USD,132512,USD,954,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0169434_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169434 05,,ASST,ASST,2AR 0169434_24_1,xScotia xLending,2025-02-27,2026-02-27,0,USD,110962,USD,2,1,0,USD,0,USD,0,USD,110962,USD,799,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0169443_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169443 05,,ASST,ASST,2AR 0169443_24_1,xScotia xLending,2025-02-27,2026-02-27,0,USD,244095,USD,2,1,0,USD,0,USD,0,USD,244095,USD,1757,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0169494_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0169494 05,,ASST,ASST,2AR 0169494_24_1,xScotia xLending,2025-01-23,2026-01-23,0,USD,122602,USD,2,1,0,USD,0,USD,0,USD,122602,USD,883,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 0171376_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171376 05,,ASST,ASST,2AR 0171376_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,130092,USD,2,1,0,USD,0,USD,0,USD,130092,USD,937,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0171468_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171468 05,,ASST,ASST,2AR 0171468_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,83085,USD,2,1,0,USD,0,USD,0,USD,83085,USD,634,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0171473_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171473 05,,ASST,ASST,2AR 0171473_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,164270,USD,2,1,0,USD,0,USD,0,USD,164270,USD,1183,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0171483_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171483 05,,ASST,ASST,2AR 0171483_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,186214,USD,2,1,0,USD,0,USD,0,USD,186214,USD,1341,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0171544_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171544 05,,ASST,ASST,2AR 0171544_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,228593,USD,2,1,0,USD,0,USD,0,USD,228593,USD,1646,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0171564_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171564 05,,ASST,ASST,2AR 0171564_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,157084,USD,2,1,0,USD,0,USD,0,USD,157084,USD,1131,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0171639_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0171639 05,,ASST,ASST,2AR 0171639_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,170784,USD,2,1,0,USD,0,USD,0,USD,170784,USD,1230,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0179417_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0179417 05,,ASST,ASST,2AR 0179417_24_1,xScotia xLending,2025-02-28,2026-02-28,0,USD,136202,USD,2,1,0,USD,0,USD,0,USD,136202,USD,981,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0184324_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0184324 05,,ASST,ASST,2AR 0184324_24_1,xScotia xLending,2025-03-07,2026-03-07,0,USD,270208,USD,2,1,0,USD,0,USD,0,USD,270208,USD,1946,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0184326_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0184326 05,,ASST,ASST,2AR 0184326_24_1,xScotia xLending,2025-03-07,2026-03-07,0,USD,82315,USD,2,1,0,USD,0,USD,0,USD,82315,USD,629,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0190587_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0190587 05,,ASST,ASST,2AR 0190587_24_1,xScotia xLending,2025-03-12,2026-03-12,0,USD,271783,USD,2,1,0,USD,0,USD,0,USD,271783,USD,1957,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0212319_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0212319 05,,ASST,ASST,2AR 0212319_24_1,xScotia xLending,2025-03-08,2026-03-08,0,USD,69290,USD,2,1,0,USD,0,USD,0,USD,69290,USD,529,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0213653_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0213653 04,,ASST,ASST,2AR 0213653_24_1,xScotia xLending,2024-03-26,2025-03-26,0,USD,173829,USD,2,1,0,USD,0,USD,0,USD,173829,USD,1252,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
2AR 0215582_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0215582 04,,ASST,ASST,2AR 0215582_24_1,xScotia xLending,2024-03-24,2025-03-24,0,USD,83323,USD,2,1,0,USD,0,USD,0,USD,83323,USD,636,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0215833_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0215833 04,,ASST,ASST,2AR 0215833_24_1,xScotia xLending,2024-03-29,2025-03-29,0,USD,189703,USD,2,1,0,USD,0,USD,0,USD,189703,USD,1366,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0215846_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0215846 04,,ASST,ASST,2AR 0215846_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,103435,USD,2,1,0,USD,0,USD,0,USD,103435,USD,790,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0215906_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0215906 04,,ASST,ASST,2AR 0215906_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,196139,USD,2,1,0,USD,0,USD,0,USD,196139,USD,1412,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0216187_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0216187 04,,ASST,ASST,2AR 0216187_24_1,xScotia xLending,2024-03-26,2025-03-26,0,USD,166646,USD,2,1,0,USD,0,USD,0,USD,166646,USD,1200,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,08P8,CHO,ASIC,ASIC
2AR 0218021_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0218021 04,,ASST,ASST,2AR 0218021_24_1,xScotia xLending,2024-04-01,2025-04-01,0,USD,142770,USD,2,1,0,USD,0,USD,0,USD,142770,USD,1028,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0221381_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0221381 04,,ASST,ASST,2AR 0221381_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,127857,USD,2,1,0,USD,0,USD,0,USD,127857,USD,921,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0221400_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0221400 04,,ASST,ASST,2AR 0221400_24_1,xScotia xLending,2024-03-31,2025-03-31,0,USD,113491,USD,2,1,0,USD,0,USD,0,USD,113491,USD,817,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0221529_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0221529 04,,ASST,ASST,2AR 0221529_24_1,xScotia xLending,2024-04-03,2025-04-03,0,USD,143695,USD,2,1,0,USD,0,USD,0,USD,143695,USD,1035,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0228167_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0228167 04,,ASST,ASST,2AR 0228167_24_1,xScotia xLending,2024-04-01,2025-04-01,0,USD,258907,USD,2,1,0,USD,0,USD,0,USD,258907,USD,1864,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0228695_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0228695 05,,ASST,ASST,2AR 0228695_24_1,xScotia xLending,2025-03-02,2026-03-02,0,USD,109899,USD,2,1,0,USD,0,USD,0,USD,109899,USD,839,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1CX8,CHO,ASIC,ASIC
2AR 0230694_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0230694 04,,ASST,ASST,2AR 0230694_24_1,xScotia xLending,2024-04-08,2025-04-08,0,USD,515740,USD,2,1,0,USD,0,USD,0,USD,515740,USD,3620,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0233970_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0233970 04,,ASST,ASST,2AR 0233970_24_1,xScotia xLending,2024-04-07,2025-04-07,0,USD,80809,USD,2,1,0,USD,0,USD,0,USD,80809,USD,617,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0234198_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0234198 04,,ASST,ASST,2AR 0234198_24_1,xScotia xLending,2024-03-24,2025-03-24,0,USD,57120,USD,2,1,0,USD,0,USD,0,USD,57120,USD,436,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0242072_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0242072 04,,ASST,ASST,2AR 0242072_24_1,xScotia xLending,2024-04-16,2025-04-16,0,USD,94387,USD,2,1,0,USD,0,USD,0,USD,94387,USD,721,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0254146_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0254146 04,,ASST,ASST,2AR 0254146_24_1,xScotia xLending,2024-04-07,2025-04-07,0,USD,237902,USD,2,1,0,USD,0,USD,0,USD,237902,USD,1713,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
2AR 0254219_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0254219 04,,ASST,ASST,2AR 0254219_24_1,xScotia xLending,2024-04-24,2025-04-24,0,USD,212710,USD,2,1,0,USD,0,USD,0,USD,212710,USD,1532,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0256721_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0256721 04,,ASST,ASST,2AR 0256721_24_1,xScotia xLending,2024-04-25,2025-04-25,0,USD,112435,USD,2,1,0,USD,0,USD,0,USD,112435,USD,810,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0263430_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0263430 04,,ASST,ASST,2AR 0263430_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,195020,USD,2,1,0,USD,0,USD,0,USD,195020,USD,1404,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0263437_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0263437 04,,ASST,ASST,2AR 0263437_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,73828,USD,2,1,0,USD,0,USD,0,USD,73828,USD,564,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0264702_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0264702 04,,ASST,ASST,2AR 0264702_24_1,xScotia xLending,2024-04-23,2025-04-23,0,USD,76476,USD,2,1,0,USD,0,USD,0,USD,76476,USD,584,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NV4,CHO,ASIC,ASIC
2AR 0269767_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0269767 04,,ASST,ASST,2AR 0269767_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,104872,USD,2,1,0,USD,0,USD,0,USD,104872,USD,801,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0270381_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0270381 04,,ASST,ASST,2AR 0270381_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,151188,USD,2,1,0,USD,0,USD,0,USD,151188,USD,1089,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,08P8,CHO,ASIC,ASIC
2AR 0280493_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0280493 04,,ASST,ASST,2AR 0280493_24_1,xScotia xLending,2024-05-06,2025-05-06,0,USD,79395,USD,2,1,0,USD,0,USD,0,USD,79395,USD,606,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
2AR 0286080_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0286080 04,,ASST,ASST,2AR 0286080_24_1,xScotia xLending,2024-05-15,2025-05-15,0,USD,181836,USD,2,1,0,USD,0,USD,0,USD,181836,USD,1309,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0290469_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0290469 04,,ASST,ASST,2AR 0290469_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,214845,USD,2,1,0,USD,0,USD,0,USD,214845,USD,1547,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,1DE5,CHO,ASIC,ASIC
ALR 9452053_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9452053 06,,ASST,ASST,ALR 9452053_24_1,xScotia xLending,2024-09-12,2025-09-12,0,USD,80465,USD,2,1,0,USD,0,USD,0,USD,80465,USD,614,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
ALR 9455718_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9455718 06,,ASST,ASST,ALR 9455718_24_1,xScotia xLending,2024-12-13,2025-12-13,0,USD,93696,USD,2,1,0,USD,0,USD,0,USD,93696,USD,716,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
ALR 9465201_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9465201 06,,ASST,ASST,ALR 9465201_24_1,xScotia xLending,2024-12-17,2025-12-17,0,USD,93824,USD,2,1,0,USD,0,USD,0,USD,93824,USD,716,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
ALR 9465499_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9465499 07,,ASST,ASST,ALR 9465499_24_1,xScotia xLending,2024-12-20,2025-12-20,0,USD,162220,USD,2,1,0,USD,0,USD,0,USD,162220,USD,1168,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
ALR 9473360_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9473360 07,,ASST,ASST,ALR 9473360_24_1,xScotia xLending,2024-12-18,2025-12-18,0,USD,15852,USD,2,1,0,USD,0,USD,0,USD,15852,USD,121,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
ALR 9474061_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9474061 06,,ASST,ASST,ALR 9474061_24_1,xScotia xLending,2024-11-01,2025-11-01,0,USD,126669,USD,2,1,0,USD,0,USD,0,USD,126669,USD,912,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
ALR 9475479_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9475479 06,,ASST,ASST,ALR 9475479_24_1,xScotia xLending,2024-12-25,2025-12-25,0,USD,49592,USD,2,1,0,USD,0,USD,0,USD,49592,USD,379,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
ALR 9480898_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9480898 06,,ASST,ASST,ALR 9480898_24_1,xScotia xLending,2024-12-27,2025-12-27,0,USD,141124,USD,2,1,0,USD,0,USD,0,USD,141124,USD,1016,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0NF2,CHO,ASIC,ASIC
ALR 9491316_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9491316 06,,ASST,ASST,ALR 9491316_24_1,xScotia xLending,2024-11-16,2025-11-16,0,USD,114002,USD,2,1,0,USD,0,USD,0,USD,114002,USD,821,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,0F78,CHO,ASIC,ASIC
ALR 9491700_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9491700 06,,ASST,ASST,ALR 9491700_24_1,xScotia xLending,2025-01-08,2026-01-08,0,USD,83438,USD,2,1,0,USD,0,USD,0,USD,83438,USD,637,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
ALR 9497189_24_1,Lender Placed Hazard,Lender Placed Hazard,,,ALR 9497189 06,,ASST,ASST,ALR 9497189_24_1,xScotia xLending,2025-01-11,2026-01-11,0,USD,87310,USD,2,1,0,USD,0,USD,0,USD,87310,USD,667,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,01J0,CHO,ASIC,ASIC
2AR 0290530_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0290530 04,,ASST,ASST,2AR 0290530_24_1,xScotia xLending,2024-04-30,2025-04-30,0,USD,91592,USD,2,1,0,USD,0,USD,0,USD,91592,USD,699,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0294175_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0294175 04,,ASST,ASST,2AR 0294175_24_1,xScotia xLending,2024-05-02,2025-05-02,0,USD,184599,USD,2,1,0,USD,0,USD,0,USD,184599,USD,1329,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
2AR 0302350_24_1,Lender Placed Hazard,Lender Placed Hazard,,,2AR 0302350 04,,ASST,ASST,2AR 0302350_24_1,xScotia xLending,2024-05-26,2025-05-26,0,USD,224568,USD,2,1,0,USD,0,USD,0,USD,224568,USD,1617,USD,0,USD,0,USD,0,USD,0,0,Puerto Rico - HU - xScotia xLending,NO,NA,01,Lender Placed,LEND,05W7,CHO,ASIC,ASIC
